question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,easy,1
The coefficient of the term involving $x^{5}$ in the expansion of $\left(x^{2}-\frac{3}{2 x}\right)^{10}=?$,,moderate,"Don't solve, the denominator will have some value due to second term, and it will be negative,
so, option (c) is only valid option. Or: Key point: for required power $y, r=\frac{\text { power of first term-y }}{\text { difference of power the consecutive terms }}$
\[
r=\frac{20-5}{3}=5, \rightarrow T_{5+1}=T_{6}=(105)\left(x^{2}\right)^{10-5}\left(-\frac{3}{2 x}\right)^{5}=\frac{10.987 .6 .51}{5 ! .5 .4 .3 .2} x^{10} \cdot \frac{-3}{2^{5} x^{5}}=-\frac{15309}{8}
\]",,91,15309,-15309,$-\frac{15309}{8}$,$\frac{15309}{9}$,,,,,3,,
$\left(\begin{array}{l}n \\ 1\end{array}\right)+\left(\begin{array}{l}n \\ 3\end{array}\right)+\left(\begin{array}{l}n \\ 5\end{array}\right)+\cdots+\left(\begin{array}{c}n \\ n-1\end{array}\right)=?$,,easy,Sum of binomial constants of even $\&$ odd terms is $2^{n-1}$,,91,$2^n+1$,$2^n-1$,$2^{n-1}$,$2^n$,,,,,3,,
$2+2^{2}+2^{3}+\ldots \ldots+2^{n}=?$,,moderate,"\[
\text { let assume, } 2+2^{2}+2^{3}+\ldots+2^{k}=2^{k+1}-2
\]
Series satisfies for $k=1,2^{1+1}-2=4-2=2$ Series check for $k+1,\left(2+2^{2}+2^{3}+\ldots+2^{k}\right)+2^{k+1}=2^{k+1}-2+2^{k+1}$
\[
=2^{(k+1)+1}-2
\]
So series satisfy for both values at $2^{n+1}-2=2\left(2^{k}-1\right)$",,91,$2^{n+1}$,2(2n),2$(2^{n+1})$,2$(2^{n-1})$,,,,,4,,
Which one is false?,,easy,the index is 8,,91,"In the binomial expansion the binomial coefficients equidistant from beginning and 
    end are equal",The binomial coefficient of general term $T_{r+1}$ is $^{n} C_{r}$,$n^{2}>n+4$ is true for $n \geq 3$,The index in $(x-y)^{8}$ is 9,,,,,4,,
If ' $n^{\prime}$ is even then the middle term in the expansion of $(a+b)^{n}$ will be,,easy,Theoretical Formula,,91,$(n+1)$ th term,$\frac{n+2}{3}$,$\left(\frac{n}{2}+1\right)^{t h}$ term,nth term,,,,,3,,
For $(1+x)^{n}$ the $2^{\text {nd }}$ term is,,easy,Expanding $(1+x)^{n}=1^{n}+n(1)^{n-1} x+\ldots+x^{n}=1+n x+\ldots+x^{n}$,,91,$\frac{n(n-1)}{2 !} x^{2}$,nx,$\frac{n(n-1)(n-2)}{3 !} x^{3}$,0,,,,,2,,
The sum of coefficients in the expansion of $(1+b)^{n}$ is,,easy,The sum of coefficients in expansion is $2^{\text {index}}=2^{n}$,,91,n,$2^{n}$,$2^{n-1}$,$x^{2 n}$,,,,,2,,
"The values of "" $x^{\prime \prime}$ for which the expansion $(1-4 x)^{-\frac{1}{2}}$ is valid?",,easy,"for expansion: $|1-4 x|>0, \quad 1>|4 x| \quad \rightarrow \quad|x|<\frac{1}{4},$ the values will become imaginary.",,91,$|x|<1$,$|x|<\frac{1}{4}$,$|x|>1$,$|x|>\frac{1}{4}$,,,,,2,,
The middle term in the expansion of $\left(x+\frac{1}{x}\right)^{10}$ is,,easy,"Don't solve, for middle term $x$ and $\frac{1}{x}$ will be cancelled and the middle term is
(105)",,91,$\frac{1}{x}\left(\begin{array}{l}10 \\ 4\end{array}\right)$,$^{10} C_{5}$,$\left(\begin{array}{c}10 \\ 7\end{array}\right) x^{4}$,$^{10} C_{6}$,,,,,2,,
The term free from $Z$ in the expansion of $\left(\sqrt{\frac{Z}{3}}+\frac{3}{2 Z^{2}}\right)^{10}$ is,,moderate,"Key point: for required power $y, r=\frac{\text { power of first term-y }}{\text { difference of power in } 2 \text { consecutive terms }}$
\[
r=\frac{5-0}{2.5}=2, \rightarrow T_{r+1}=T_{3}=(102)(\sqrt{\frac{Z}{3}})^{8}\left(\frac{3}{2 Z^{2}}\right)^{2}=\frac{10.9 * 8 !}{8 ! * 2}\left(\frac{3^{2}}{3^{4} * 2^{2}}\right)=\frac{5}{4}
\]",,91,$\frac{5}{4}$,$\frac{1}{4}$,$\frac{9}{4}$,$\frac{4}{5}$,,,,,1,,
Total number of terms in the expansion of $(x+z)^{50}+(x-z)^{50}$ are,,moderate," the expansion of both $(x+z)^{50}$ and $(x-z)^{50}$ will result in 51 terms, however in summation, the alternative terms will cancel out. The terms remain will $\frac{n+2}{2}=\frac{52}{2}=26$",,91,100,102,52,26,,,,,4,,
The coefficient of $x^{100}$ in the expansion of $(1-x)^{-3}$ is;,,moderate,$\begin{aligned}(1+x)^{-3}=& \sum_{k=0}^{\infty}(-3 k)(-1)^{-3-k} x^{k} \text { Using } k=100 \\(-3100) x^{100}=\frac{(-3)(-4)}{100 * 99 * 98 * \ldots \ldots . .2 * 1}=\frac{(-101)(-102)}{2 * 1}=5151 \end{aligned}$,,91,-1001,10001,5151,-5151,,,,,3,,
If the co-efficient of $(2 r+4)$ th and $(r-2)$ th term in the expansion of $(1+x)^{18}$ are equal then $r=?$,,moderate,"Key Point: The terms that sums up to $n+2$ have equal coefficients, so
\[
2 r+4+r-2=20 \rightarrow r=6
\]",,91,6,8,11,16,,,,,1,,
The co-efficient of $x^{5}$ in the expansion of $\left(1+x^{2}\right)(1+x)^{4}=?$,,easy,"\[
\left(1+x^{2}\right)\left(1+4 x+6 x^{2}+4 x^{3}+x^{4}\right) \rightarrow x^{2}\left(4 x^{3}\right)=4 x^{5}
\]
Solve the second for required power 3 to get to exact value.",,91,30,4,90,60,,,,,2,,
"The value of ""m"" such that in the binomial expansion of $(1-x)^{m}$ co-efficient of $x^{2}$ is 3 are",,moderate,"Reverse Solve:
(a) $(1+x)^{3}=1+3 x+3 x^{2}+x^{3}$
(b) $(1+x)^{-2}=1+(-2) x+\frac{(-2)(-3)}{2 !} x^{2}+\ldots=1-2 x+3 x^{2}$",,91,m=3,m=-2,m=1,both a and b,,,,,4,,
The greatest positive integer which divides $11^{n}-10 n-1$ is,,difficult,"$(1+10)^{n}-(1+10 n)=1+10 n+(n 2) 100+(n 3) 10^{3}+\ldots \ldots-(1+10 n)$
$=(n 2) 100+(n 3) 10^{3}+\ldots \ldots=100\{(n 2)+(n 3) 10+\ldots \ldots\}$",,91,100,200,300,1000000,,,,,1,,
If $x^{18}$ occurs in the rth term in the expansion $\left(2 x^{4}-3 x\right)^{9}$ then the value of $r=?$,,moderate," Key point: for required power $y, r=\frac{\text { power of frirst term-y }}{\text { difference of power in } 2 \text { consecutive terms }}$ $r=\frac{36-18}{3}=6,$ since $x^{18}$ occurs in rth term, so $T_{n}=T_{r+1}=T_{7}$",,91,6,7,8,9,,,,,2,,
The co-efficient of $x^{-2}$ in the expansion of $\left(3 x-\frac{7}{x}\right)^{8}=?$,,moderate," Key point: for required power $y, r=\frac{\text { power of first term-y }}{\text { difference of power in 2 consecutive terms }}$ $r=\frac{8-(-2)}{2}=5,$ The 5 th term will be negative as the second term of binomial is negative
so, only valid option is (a)",,91,-25412184,2423922,15421,31624620,,,,,1,,
"The term independent of $x$ in the expansion of $\left(\sqrt{x}-\frac{n}{x^{2}}\right)^{10}$ is $405,$ then $n=?$",,easy,"Key point: for required power $y, r=\frac{\text { power of first term-y }}{\text { difference of power in } 2 \text { consecutive terms }}$
\[
\begin{array}{c}
r=\frac{5-0}{2.5}=2 \rightarrow T_{3}=405=(102)(\sqrt{x})^{8}\left(-\frac{n}{x^{2}}\right)^{2}=\frac{10 * 9 * 8 !}{8 ! * 2} * n^{2} \\
n^{2}=\frac{405}{45}=9 \rightarrow n=3
\end{array}
\]",,91,3,4,5,-1,,,,,1,,
If the co-efficient of $x^{2}$ and $x^{3}$ in the expansion of $(3+a x)^{9}$ are same then $a=?$,,moderate,$\begin{aligned}(3+a x)^{9}=3^{9}+9 & * 3^{8} a x+\frac{9 * 8}{2 !} 3^{7}(a x)^{2}+\frac{9 * 8 * 7}{3 * 2} 3^{6}(a x)^{3}+\ldots \\ \frac{9 * 8 * 3^{7}}{2} a^{2}=\frac{9 * 8 * 7 * 3^{6}}{3 * 2} a^{3} & \rightarrow a=\frac{9}{7} \end{aligned}$,,91,8,7,$\frac{9}{7}$,$\frac{8}{7}$,,,,,3,,
If the middle term in the expansion of $\left(\frac{k}{2}+2\right)^{8}$ is 1120 then $k=?$,,moderate,"$\left(\frac{8}{2}+1\right)=5 \rightarrow T_{4+1}=(84)\left(\frac{k}{2}\right)^{4} 2^{4}=\frac{8 * 7 * 6 * 5}{4 * 3 * 2} k^{4}=1120 \rightarrow k^{4}=\frac{1120}{70}=16$
$k=2$",,91,2,-3,1,0,,,,,1,,
The sum of coefficients of last 3 -terms in the expansion of $(8-3 x)^{\frac{1}{2}}=?$,,moderate,"For a binomial expansion having negative or fractional index, there are infinite terms. So last terms cannot be determined",,91,8,$\frac{8}{3}$,-$\frac{8}{3}$,Cannot be determine,,,,,4,,
"The $3600^{th}$ part of the degree is called____________",,easy,$1^{\prime \prime}=\left(\frac{1}{60}\right)\left(\frac{1}{60}\right) \operatorname{degree}=\left(\frac{1}{3600}\right)^{\circ}$,,92,Degree,Minute,Second,None,,,,,3,,
Basic unit of measurement of angle is,,easy,Theoretical Definition,,92,Degree,Minute,Second,Radian,,,,,4,,
The ratio between Area of the sector to the length of arc of a circle is,,moderate,"$A=\frac{1}{2} r^{2} \theta, \quad l=r \theta \rightarrow \quad A: l=\frac{\frac{i}{r^{2}} \theta}{r \theta}=\frac{r}{2}=r: 2$",,92,2r:1,2:r,1:2r,r:2,,,,,4,,
Sign of the $\cos \left(-885^{\circ}\right)$ is,,easy,$\theta=-885+360+360+360=205 \quad$ Quadrant $\|$ cos $\cos \theta=-v e$,,92,#NAME?,$+ve$,0,Both a and b,,,,,1,,
$\left(1-\cos ^{2} \phi\right)\left(1+\cot ^{2} \phi\right)=?$,,easy,"$(\emptyset)(\emptyset)=1 \quad \theta=1-\theta, \quad \theta=1+\theta$",,92,0,1,-1,2,,,,,2,,
$\frac{1}{1-\sin \phi}+\frac{1}{1+\sin \phi}=?$,,moderate,$\frac{1+\sin \sin 0+1-\sin \sin \emptyset}{(1+\sin \sin \emptyset)(1-\sin \sin \emptyset)}=\frac{2}{1-\emptyset}=\frac{2}{\emptyset}=2 \emptyset$,,92,$\sec ^{2} \phi$,$2 \cos e c^{2} \phi$,$2 \sec ^{2} \phi$,$\tan ^{2} \phi$,,,,,3,,
If $\sin \phi<0$ and $\tan \phi>0$ then terminal side lies in which quadrant,,easy,$\sin \phi<0$ in QIII and QIV $\tan \phi>0$ in QI and QIII So QIII is the answer,,92,I,II,III,IV,,,,,3,,
$\cos 30^{\circ} \cos 60^{\circ}-\sin 30^{\circ} \sin 60^{\circ}=?$,,easy,"$\cos \cos \alpha \cos \cos \beta-\sin \sin \alpha \sin \sin \beta=\cos \cos (\alpha-\beta), \quad$ using formula,
\[
\cos \cos \left(30^{\circ}+60^{\circ}\right)=\cos \cos 90=0
\]",,92,0,0.866,1,None,,,,,1,,
1 radian $=\ldots \ldots \ldots . .$ Degree.,,easy,theoretical point; $1 ~ r a d=\frac{180}{\pi}=57.2958^{\circ}$,,92,$57^{\circ} 17^{\prime} 45^{\prime \prime}$,$57^{\circ} 18^{\prime} 48^{\prime \prime}$,$57^{\circ} 18^{\prime} 32^{\prime \prime}$,$57^{\circ} 19^{\prime} 43^{\prime \prime}$,,,,,1,,
$1^{\circ}=\ldots \ldots \ldots . .$ radians,,easy,$1^{\circ}=\frac{\pi}{180}$,,92,0.1745,0.01745,0.001745,0.0001745,,,,,2,,
$\left(\cot ^{2} \phi-1\right)\left(1-\cos ^{2} \phi\right)=?$,,easy,$\left(\frac{\partial}{\partial}-1\right)(\emptyset)=\frac{\partial-\partial}{\partial} * \emptyset=\emptyset-\emptyset$,,92,$1-\sin ^{2} \phi$,$1+\sin ^{2} \phi$,$\cos ^{2} \phi-\sin ^{2} \phi$,All,,,,,3,,
The co-terminal angle of $-45^{\circ}$ is,,easy,The co-terminal angle of $-45^{\circ}$ is,,92,$45^{\circ}$,$315^{\circ}$,$-315^{\circ}$,All,,,,,2,,
Measure of the central angle of an arc of a circle whose length is equal to the radius of the circle is known as …………….,,easy,theoretical point,,92,1 degree,1 radian,1 right angle,1 reflex angle,,,,,2,,
In the $2^{\text {nd }}$ quadrant $\cos \phi$ is,,easy,cosine is negative in QII and QIII.,,92,$+ve$,#NAME?,both,0,,,,,2,,
$\sin \frac{3 \pi}{2}=?$,,easy,Quadrant angle $\frac{3 \pi}{2}=270^{\circ} . \quad \sin \sin 270^{\circ}=-1$,,92,0,1,-1,None,,,,,3,,
60'=?,,easy,$1^{\circ}=60^{\prime}=60(60)^{\prime \prime}=3600^{\prime \prime}$,,92,$1^{\prime \prime}$,$60^{\prime \prime}$,$3600^{\prime \prime}$,$600^{\prime \prime}$,,,,,3,,
Through how many radians does the minute hand of a clock turn in 20 minutes?,,easy,$\theta=\frac{20}{60} * 2 \pi=\frac{2}{3} \pi$,,92,$\frac{\pi}{3}$,$\frac{\pi}{2}$,$2 \pi$,$\frac{2 \pi}{3}$,,,,,4,,
$\tan ^{2} \theta=?$,,easy,"Trigonometric identity:
\[
\theta+\theta=1
\]",,92,$\sec ^{2} \theta-1$,$1-\sec ^{2} \theta$,$\sec ^{2} \theta+1$,$\frac{\cos ^{2} \theta}{\sin ^{2} \theta}$,,,,,1,,
The terminal side of $^{-\frac{\pi}{2}}$ lies along:,,easy,$-\frac{\pi}{2}=270^{\circ}$ is quadrant angle of QIII along negative $y$ -axis.,,92,$\overline{O X}$,$\overline{O X^{\prime}}$,$\overline{O Y}$,$\overline{O Y^{\prime}}$,,,,,4,,
When $\theta=\frac{\pi}{3}$ radians $r=6 m$ then area of sector $=?$,,moderate,$A=\frac{1}{2} r^{2} \theta=\frac{1}{2}(6 m)^{2}\left(\frac{\pi}{3}\right)=6 \pi m^{2}$,,92,$\frac{3 \pi}{7} \mathrm{m}^{2}$,$6 \pi \mathrm{m}^{2}$,$19 \frac{\pi}{2} \mathrm{m}^{2}$,$\frac{13 \pi}{11} \mathrm{m}^{2}$,,,,,2,,
"The radian measure of the angle at center of a circle, of radius 8cm which  cuts off an arc 216cm long is",,easy,$l=r \theta \rightarrow \theta=\frac{l}{r}=\frac{216}{8}=27 \mathrm{rad}$,,92,15 radians ,16.92 radians,27 radians ,29.71 radians,,,,,3,,
The length of the arc cut off on a circle of radius $11 \mathrm{cm}$ by a central angle of $6 \pi$ radians is,,easy,$l=r \theta=(11)(6 \pi)=66 \pi \mathrm{cm}$,,92,$\frac{6 \pi}{11} \mathrm{cm}$,$66 \pi \mathrm{cm}$,$\frac{11 \pi}{6} \mathrm{cm}$,$23 \pi \mathrm{cm}$,,,,,2,,
The area of sector opposite to sector with a central angle of $1.5 \pi$ radians in a circular region whose radius $8 m$ is,,moderate,"\[
A_{s}=\frac{1}{2} r^{2} \theta=\frac{1}{2}(8)^{2}(1.5 \pi)=48 \pi \mathrm{m}^{2} \quad A_{c}=\pi r^{2}=64 \pi \mathrm{m}^{2}
\]
The area of opposite sector will be: $A_{s 2}=A_{c}-A_{s}=64 \pi-48 \pi=16 \pi \mathrm{m}^{2}$",,92,$12 \pi \mathrm{m}^{2}$,$16 \pi \mathrm{m}^{2}$,$48 \pi \mathrm{m}^{2}$,$32 \pi \mathrm{m}^{2}$,,,,,2,,
"A planet subtends an angle of $1.8^{\circ}$ as observed from the earth. Its distance from the earth is $542300 \mathrm{km}$, length of the diameter of the planet is",,moderate,"\[ \quad l=r \theta \quad \theta=1.8 * \frac{\pi}{180}=\frac{\pi}{100} \mathrm{rad} \quad \quad l=542300 \frac{\pi}{100}=5423 \pi \mathrm{km}
\]
The arc length in this case will be the diameter of planet.",,92,$12340 \pi \mathrm{km}$,$27650 \pi \mathrm{km}$,$5721\pi \mathrm{km}$,$5423 \pi \mathrm{km}$,,,,,4,,
The terminal side of $-\frac{13 \pi}{2}$ lies along,,easy,$-\frac{13 \pi}{2}=-\frac{\pi}{2}=\frac{3 \pi}{2}=270$ is quadrant angle of QIII along negative $y$ -axis.,,92,$\overline{O X}$,$\overline{O Y}$,$\overline{O X^{\prime}}$,$\overline{O Y^{\prime}}$,,,,,4,,
The terminal side of –1710 lies along,,easy,$-1710+1800=90$ is quadrant angle of $\mathrm{Ql}$ lang positive $y$ -axis.,,92,$\overline{O X}$,$\overline{O Y}$,$\overline{O X^{\prime}}$,$\overline{O Y^{\prime}}$,,,,,2,,
The sign of $\tan 2140^{\circ}$ is,,easy,$\tan \tan 2140=\tan \tan 2160-20=-\tan \tan 20 \quad$ QIV,,92,$+ve$,#NAME?,may be any,None,,,,,2,,
$\sin \left(409 \frac{\pi}{2}\right)=?$,,moderate,"for fraction in terms of $\frac{\pi}{2}$ if numerator is greater than 100 , use only the last two digits as $\frac{4 \pi}{2}=2 \pi$ which is complete revolution and 100 is divisible by 4
\[
\sin \sin \frac{409 \pi}{2}=\sin \sin \frac{9 \pi}{2}=\sin \sin \frac{\pi}{2}=1
\]",,92,0,1,-1,$\infty$,,,,,2,,
$\cos \left(-150 \frac{\pi}{2}\right)=?$,,moderate,"$\cos \cos \left(-\frac{150 \pi}{2}\right)=\cos \cos \left(\frac{50 \pi}{2}\right)=\cos \cos 25 \pi=-1 \quad$ the even multiple of $\pi$
will give -1.",,92,0,1,-1,$\infty$,,,,,3,,
\text { If } \tan \vartheta=a \text { then } \sin \vartheta=?,,easy,"$\tan \tan \theta=\frac{a}{1}$ which result in $x=1, y=a$ so hypotenous is $c=\sqrt{1+a^{2}}$
\[
\sin \sin \theta=\frac{y}{c}=\frac{a}{\sqrt{1+a^{2}}}
\]",,92,$\frac{1}{a}$,$\frac{a}{1+a^{2}}$,$\frac{\sqrt{a}}{1-a^{2}}$,$\frac{a}{\sqrt{1+a^{2}}}$,,,,,4,,
"Which one is true?
(l) $\sin (-\theta)=\sin \theta$
(II) $\cos (-\theta)=\cos \theta$
$(III) \tan (-\theta)=\tan \theta$",,easy,"due to geometrical position of $\cos \cos \theta,$ it cancels the negative sign of angle if
\[
\text { present. So, } \cos \cos (-\theta)=\cos \cos (\theta)
\]",,92,I only,II only,I & II only,II &III only,,,,,2,,
$105^{\circ}=?$,,easy,$105 * \frac{\pi}{180}=\frac{7 \pi}{12}$,,92,$\frac{7 \pi}{12}$ radians,$\frac{\pi}{3}$ radians,$\frac{5\pi}{4}$ radians,$\frac{11\pi}{6}$ radians,,,,,1,,
"$\cot \theta=\frac{15}{8},$ then find the value of $\cos \theta$ where $\theta$ is not in the first quadrant.",,moderate,"\[
\quad \cot \theta=\frac{15}{8}
\]
it results in $x=15, y=8$ so hypotenuse is $c=\sqrt{15^{2}+8^{2}}=17$ $\cos \cos \theta=\frac{x}{c}=-\frac{15}{17}$ since the angle is in $QII,$ cosine will be -ve",,92,$\frac{15}{17}$,-$\frac{15}{17}$,$\frac{17}{15}$,-$\frac{17}{15}$,,,,,2,,
$\tan \theta=\frac{1}{\sqrt{7}} \operatorname{then} \frac{\csc ^{2} \theta-\sec ^{2} \theta}{\csc ^{2} \theta+\sec ^{2} \theta}=?$,,difficult,"$\tan \tan \theta=\frac{1}{\sqrt{7}} \quad$ it results in $y=1, x=\sqrt{7}$ so hypotenuse is
$c=\sqrt{1+7}=\sqrt{8}$
$\sec \sec \theta=\frac{c}{x}=\sqrt{\frac{8}{7}}, \csc \csc \theta=\frac{c}{y}=\sqrt{8} \quad \quad \frac{\theta}{\theta}=\frac{8-\frac{8}{7}}{8+\frac{8}{7}}=\frac{56-3}{36+8}==\frac{48}{64}=\frac{3}{4}$",,92,$\frac{4}{3}$,$\frac{5}{7}$,$\frac{3}{4}$,$\frac{1}{2}$,,,,,3,,
"If $\sec ^{2} \varphi+\cos e c^{2} \varphi=\sec ^{2} \varphi \cos e c^{2} \varphi,$ then state the domain.",,moderate,"Domain of sec sec $\varphi$ is $\varphi \neq \frac{n \pi}{2},$ and csc csc $\varphi$ is $n \pi .$ since there is product of both elements in the equation, the domain of equation will be
\[
\text {Dom}=\text {dom (sec sec } \varphi \text { ) Udom (csc csc } \varphi)=\left\{\varphi \neq \frac{n \pi}{2}\right\}, n \varepsilon Z
\]",,92,"$\varphi \neq \frac{n \pi}{2}, n \in \mathbb{Z}$","$\varphi \neq \frac{n \pi}{3}, n \in \mathbb{Z}$","$\varphi \neq \frac{n \pi}{6}, n \in \mathbb{Z}$","$\varphi \neq n \pi, n \in \mathbb{Z}$",,,,,1,,
$\cos \theta=\frac{12}{13}$ then $\tan \theta=?$,,moderate,$\tan \tan \theta=\pm \frac{\sqrt{1-\theta}}{\cos \cos \theta}=\pm \frac{\sqrt{1-\frac{12^{2}}{13^{2}}}}{\frac{12}{13}}=\pm \frac{\sqrt{\frac{169-44}{169}}}{\frac{12}{13}}=\pm \frac{\sqrt{\frac{25}{169}}}{\frac{12}{13}}=\pm \frac{\frac{5}{13}}{\frac{12}{13}}=\pm \frac{5}{12}$,,92,$\frac{5}{12}$,-$\frac{5}{12}$,$\frac{12}{5}$,both a & b,,,,,4,,
"$\cot \theta=\frac{15}{8},$ then $\cos e c \theta \times \cos \theta=?$",,easy,$\csc \csc \theta \times \cos \cos \theta=\frac{1}{\sin \sin \theta} * \cos \cos \theta=\frac{\cos \cos \theta}{\sin \sin \theta}=\cot \theta$,,92,-$\frac{15}{8}$,$\frac{15}{8}$,$\frac{8}{15}$,-$\frac{8}{15}$,,,,,2,,
If $\tan \theta=2$ then $\frac{3 \sin \theta+4 \cos \theta}{\cos \theta+\sin \theta}=?$,,moderate,"$\tan \tan \theta=\frac{2}{1}$ then $x=1, y=2,$ so, the hypotenuse is $c=\sqrt{1^{2}+2^{2}}=\sqrt{5}$
\[
\begin{array}{c}
\sin \sin \theta=\frac{2}{\sqrt{5}}, \quad \cos \cos \theta=\frac{1}{\sqrt{5}} \\
\frac{3 \sin \sin \theta+4 \cos \cos \theta}{\cos \cos \theta+\sin \sin \theta}=\frac{3\left(\frac{2}{\sqrt{5}}\right)+4\left(\frac{1}{\sqrt{5}}\right)}{\left(\frac{1}{\sqrt{5}}\right)+\left(\frac{2}{\sqrt{5}}\right)}=\frac{6+4}{2+1}=\frac{10}{3}
\end{array}
\]",,92,$\frac{10}{3}$,$\frac{10}{7}$,$\frac{7}{3}$,$\frac{17}{3}$,,,,,1,,
The trigonometric ratio of $\frac{13 \pi}{3}$ are same as that of,,easy,$\frac{13 \pi}{3}=4 \frac{\pi}{3}-4 \pi=\frac{\pi}{3} \quad$ since $4 \pi$ is multiple of $2 \pi$,,92,$\frac{\pi}{3}$,$\pi$,$\frac{\pi}{6}$,$\frac{11 \pi}{3}$,,,,,1,,
$\sin ^{2} 30^{\circ}+\sin ^{2} 60^{\circ}+\tan ^{2} 45^{\circ}=?$,,easy,$\left(\frac{1}{2}\right)^{2}+\left(\frac{\sqrt{3}}{2}\right)^{2}+1^{2}=\frac{1}{4}+\frac{3}{4}+1=\frac{1+3+4}{4}=\frac{8}{4}=2$,,92,1,2,3,4,,,,,2,,
$2 \sin 45^{\circ}+\frac{1}{2} \cos e c 45^{\circ}=3 x$,,easy,$2\left(\frac{1}{\sqrt{2}}\right)+\frac{1}{2} \sqrt{2}=\sqrt{2}+\frac{1}{\sqrt{2}}=\frac{3}{\sqrt{2}}=3 x \rightarrow \quad x=\frac{1}{\sqrt{2}}$,,92,1,$\sqrt{2}$,$\frac{1}{\sqrt{2}}$,2,,,,,3,,
$\sec \theta \cos e c \theta \sin \theta \cos \theta=1$,,moderate,"$\sec \sec \theta \csc \csc \theta \sin \sin \theta \cos \cos \theta=\frac{1}{\sin \sin \theta} * \frac{1}{\cos \cos \theta} * \sin \sin \theta * \cos \cos \theta=1$
They all cancel out but since the values $\theta \neq \frac{m \pi}{2}, n \in R$ does not exist in the domain of $\sec \sec \theta$ and $\csc \csc \theta$ so they will be excluded",,92,$\forall \theta \in R$,"$\theta \neq(2 n+1) \frac{\pi}{2}, n \in Z$","$\theta \neq \frac{n \pi}{2}, n \in Z$","$\theta \neq n \pi, n \in Z$",,,,,3,,
$\frac{7 \pi}{12}=?$,,easy,$\frac{7 \pi}{12} * \frac{180}{\pi}=105^{\circ}$,,92,$95^{\circ}$,$105^{\circ}$,$115^{\circ}$,$125^{\circ}$,,,,,2,,
$\sec \left(-216^{\circ}\right) \cdot \cos e c\left(-15^{\circ}\right)$,,easy,"$\quad \sec \sec (-216) \cdot \csc \csc (-15)=\sec \sec (216) \cdot(-\csc \csc (15))$
$\sec \sec \theta=-v e$ in $Q I I I$
$\quad-v e *-v e=+v e$",,92,>0,<0,>1,$=1$,,,,,1,,
$\cot \left(\frac{19 \pi}{3}\right)=?$,,easy,$\cot \cot \left(\frac{19 \pi}{3}\right)=\cot \cot \left(6 \frac{\pi}{3}-6 \pi\right)=\cot \cot \left(\frac{\pi}{3}\right)=\cot \cot 30=\frac{1}{\sqrt{3}}$,,92,$\sqrt{3}$,-$\sqrt{3}$,$\frac{1}{\sqrt{3}}$,-$\frac{1}{\sqrt{3}}$,,,,,3,,
"The distance 'r' of the point $\left(x_{1}, y_{1}\right)$ from the origin is given by:",,easy,Theoretical Formula,,93,$\sqrt{x_{1}^{2}+y_{1}^{2}}$,$\sqrt{\left(x_{1}+y_{1}\right)^{2}}$,$\sqrt{x_{1}^{2}-y_{1}^{2}}$,$x_{1}^{2}-y_{1}^{2}$,,,,,1,,
$\frac{\sin 30^{\circ}+\sin 60^{\circ}+\sin 90^{\circ}}{\cos 30^{\circ}+\cos 60^{\circ}+\cos 90^{\circ}}=?$,,moderate,$\begin{aligned} \frac{(\sin \sin 90+\sin \sin 30)+\sin \sin 60}{(\cos \cos 90+\cos \cos 30)+\cos \cos 60}=\frac{2 \sin \sin 60 \cos \cos 30+\sin \sin 60}{2 \cos \cos 60 \cos \cos 30+\cos \cos 60} &=\frac{\frac{2 \sqrt{3}}{2}(\sin 60)+\sin \sin 60}{\frac{2 \sqrt{3}}{2}(\cos \cos 60)+\cos \cos 60}=\frac{(\sqrt{3}+1) \sin \sin 60}{(\sqrt{3}+1) \cos \cos 60} \\ &=\tan \tan 60 \end{aligned}$,,93,$\tan 30^{\circ}$,$\tan 45^{\circ}$,$\tan 60^{\circ}$,$\sin 0^{\circ}$,,,,,3,,
$\cos (\alpha+\beta)-\cos (\alpha-\beta)=?$,,moderate,"$\cos \cos (\alpha+\beta)-\cos \cos (\alpha-\beta)$
$=\cos \cos \alpha \cos \cos \beta-\sin \sin \alpha \sin \sin \beta-\cos \cos \alpha \cos \cos \beta-\sin \sin \alpha \sin\sin\beta
$=-2 \sin \sin \alpha \sin \sin \beta$",,93,$2 \sin \alpha \cos \beta$,$-2 \cos \alpha \cos \beta$,$-2 \sin \alpha \sin \beta$,$2 \cos \alpha \sin \beta$,,,,,3,,
$\tan 135^{\circ} 45^{\prime}=?$,,moderate,"using allied angle formula; $135^{\circ} 45^{\prime}=180^{\circ}-44^{\circ} 15^{\prime}$
\[
\tan \tan (180-\alpha)=-\tan \tan \alpha \rightarrow \tan \tan \left(180^{\circ}-44^{\circ} 15^{\prime}\right)=-\tan \tan 44^{\circ} 15^{\prime}
\]",,93,$\tan 44^{\circ} 25^{\prime}$,$-\tan 44^{\circ} 15^{\prime}$,$\cot 44^{\circ} 25^{\circ}$,$-\cot 44^{\circ} 25^{\prime}$,,,,,2,,
